Court,Date,Crim Total New,Crim Reactive,Crim Uncontest Dispo,Dismissed by Pro PreCourtTrial,Total Dispo PreCourtTrial,Guilty Plea or Nolo Contend,Guilty by Court,Guilty by Jury,Court Aquittals,Jury Aquittals,Dismissed by Pro AtCourtTrial,Total Dispo AtCourtTrial,Compliance Dismissals,Crim Total Disposed,Crim NonPark Active,Crim NonPark Inactive,Crim NonPark Total,Crim Park Active,Crim Park Inactive,Crim Park Total,Crim County Ord TM Active,Crim County Ord TM Inactive,Crim County Ord TM Total,Crim Penal Code Active,Crim Penal Code Inactive,Crim Penal Code Total,Crim OSL Active,Crim OSL Inactive,Crim OSL Total,Crim Count Ord NT Active,Crim Count Ord NT Inactive,Crim Count Ord NT Total,Crim Total Docket,Crim Active Cases,Crim Inactive Cases,Crim Appeal AfterTrial ,Crim Appeal NoTrial,Civil Total New,Civil Active Cases,Civil Inactive Cases,Civil Total Disposed,Civil Total Docket,Crim Made Inactive,EV on Docket,SC on Docket,DC on Docket,DC Agreed J,EV Agreed J,SC Agreed J,Total Agreed J,DC TrialHearing,EV TrialHearing,SC TrialHearing,Total Trial Hearing,DC Jury Trial,EV Jury Trial,SC Jury Trial,Total Jury Trial,DC DiWOP,EV DiWOP,SC DiWOP,Total DiWOP,DC NSDP,EV NSDP,SC NSDP,Total NSDP,DC Other Disp,EV Other Disp,SC Other Disp,Total Other Disp,DC Total New,EV Total New,SC Total New,DC DJ,DC Disposed,EV DJ,EV Disposed,SC DJ,SC Disposed,Total DJ,Class AB Warrants,Search Warrants,Felony Warrants,Class C Warrants,Jail Credit Cases,Total Fines
Precinct 6 Place 2,1/2021,93,26,49,0,49,2,0,0,0,0,32,34,17,111,"4,060","3,443","4,169",16,5,16,0,0,0,337,422,347,384,150,384,12,3,12,"4,928","4,809","4,023",0,0,90,"2,041",0,74,"2,115",0,116,951,"1,048",4,0,0,4,0,21,4,25,0,0,0,0,0,0,0,0,14,1,0,15,5,12,1,18,44,32,14,0,23,12,46,0,5,12,0,0,0,0,11,"$20,883"
Precinct 6 Place 2,1/2021,165,9,24,0,24,0,1,0,0,0,9,10,12,52,"4,065","3,424","4,229",16,5,16,0,0,0,340,415,348,384,150,386,12,3,12,"4,991","4,817","3,997",1,0,120,"2,061",0,100,"2,161",0,106,957,"1,098",1,0,0,1,0,13,13,26,0,0,0,0,0,0,0,0,45,0,1,46,3,8,5,16,73,36,11,0,49,7,28,4,23,11,0,0,0,0,6,"$17,521"
Precinct 6 Place 2,1/2021,101,13,44,0,44,1,0,0,0,0,13,14,2,63,"4,181","3,419","4,291",16,5,16,0,0,0,346,413,349,384,148,385,12,3,12,"5,053","4,939","3,988",0,0,91,"1,999",0,114,"2,113",0,131,939,"1,043",2,0,0,2,0,19,8,27,0,0,0,0,0,0,0,0,42,0,0,42,0,17,4,21,31,54,6,0,44,14,50,8,20,22,0,0,0,0,3,"$22,259"
Precinct 6 Place 2,1/2021,143,1,16,0,16,0,0,0,0,0,9,9,9,35,"4,229","3,407","4,368",16,5,16,0,0,0,348,412,350,385,148,388,12,3,12,"5,134","4,990","3,975",0,0,95,"2,014",0,66,"2,080",0,137,926,"1,017",1,0,0,1,0,19,8,27,0,0,0,0,0,0,0,0,0,0,0,0,1,9,2,12,39,49,7,5,7,21,49,0,10,26,0,0,0,0,2,"$18,442"
Precinct 6 Place 2,1/2021,133,3,41,0,41,0,0,0,0,0,7,7,4,55,"4,332","3,406","4,460",16,5,21,0,0,0,349,412,352,388,148,388,12,3,12,"5,233","5,097","3,974",0,0,148,"2,031",0,132,"2,163",0,186,924,"1,053",2,0,0,2,1,18,4,23,0,0,0,0,0,0,0,0,18,0,0,18,3,28,2,33,45,95,8,25,49,30,76,1,7,56,0,0,0,0,2,"$26,385"
Precinct 6 Place 2,1/2022,197,20,21,0,21,0,0,0,0,0,14,14,6,58,"4,405","3,404","4,617",21,5,22,0,0,0,351,411,355,388,148,388,12,3,12,"5,394","5,177","3,971",0,0,129,"2,056",0,120,"2,176",0,190,928,"1,058",1,0,1,2,0,31,5,36,0,0,0,0,0,0,0,0,29,0,1,30,6,21,4,31,38,80,11,6,42,15,67,0,11,21,0,0,0,0,17,"$22,493"
Precinct 6 Place 2,1/2022,94,8,28,0,28,3,0,0,0,0,9,12,8,54,"4,561","3,385","4,662",21,5,21,0,0,0,354,410,355,388,148,388,12,3,12,"5,438","5,336","3,951",0,0,118,"2,043",0,95,"2,138",0,226,919,993,1,0,0,1,0,9,5,14,0,0,0,0,0,0,0,0,25,0,0,25,6,25,1,32,3,104,11,12,44,11,45,0,6,23,0,0,0,0,8,"$25,580"
Precinct 6 Place 2,1/2022,150,6,51,0,51,3,0,0,0,0,11,14,7,72,"4,610","3,377","4,762",21,5,24,0,0,0,352,410,353,388,148,388,12,3,12,"5,539","5,383","3,943",0,0,164,"2,022",0,183,"2,205",0,296,924,985,3,0,0,3,1,42,5,48,0,0,0,0,0,0,0,0,24,0,0,24,2,53,0,55,40,113,11,1,31,52,147,0,5,53,0,0,0,0,0,"$36,875"
Precinct 6 Place 2,1/2022,83,10,28,0,28,1,0,0,0,0,16,17,7,59,"4,690","3,371","4,781",24,5,24,0,0,0,353,410,355,388,148,388,12,3,12,"5,560","5,467","3,937",0,0,158,"2,037",0,151,"2,188",0,241,934,"1,013",1,0,0,1,1,29,4,34,0,0,0,0,0,1,0,1,29,0,0,29,1,35,1,37,51,92,15,27,59,22,87,0,5,49,0,0,0,0,5,"$31,817"
Precinct 6 Place 2,1/2022,213,11,34,0,34,2,0,0,0,0,20,22,7,68,"4,725","3,362","4,941",23,5,24,0,0,0,354,409,356,387,148,392,12,3,12,"5,725","5,501","3,927",0,0,163,"2,030",0,152,"2,182",0,255,940,987,2,0,0,2,1,19,8,28,0,0,0,0,0,0,0,0,23,0,0,23,2,36,1,39,49,101,13,25,53,34,89,1,10,60,0,0,0,0,5,"$28,296"
Precinct 6 Place 2,1/2022,114,28,34,0,34,9,0,0,0,0,27,36,7,89,"4,876","3,353","5,010",23,5,24,0,0,0,353,407,360,392,148,392,12,3,12,"5,798","5,656","3,916",0,0,158,"2,018",0,174,"2,192",0,256,947,989,5,0,0,5,0,26,8,34,0,0,0,0,0,0,0,0,35,1,1,37,4,43,5,52,50,91,17,16,60,30,100,0,14,46,0,0,0,0,12,"$33,384"
Precinct 6 Place 2,1/2022,61,20,15,0,15,2,0,0,0,0,15,17,5,46,"4,926","3,331","5,005",23,4,23,0,0,0,355,402,357,392,148,392,12,3,12,"5,789","5,708","3,888",0,0,136,"2,012",0,152,"2,164",0,240,946,978,2,0,0,2,0,21,9,30,0,0,0,0,0,0,0,0,13,0,0,13,9,45,3,57,40,83,13,21,45,27,93,2,14,50,0,0,0,0,9,"$21,123"
Precinct 6 Place 2,1/2022,5,7,17,0,17,4,0,0,0,0,8,12,9,43,"4,923","3,313","4,933",23,4,23,0,0,0,354,400,356,392,148,392,12,3,12,"5,716","5,704","3,868",0,0,189,"2,104",0,139,"2,243",0,238,941,"1,064",4,0,0,4,1,19,4,24,0,0,0,0,0,0,0,0,13,0,0,13,2,36,2,40,89,91,9,26,46,30,85,2,8,58,0,0,0,0,3,"$22,384"
Precinct 6 Place 2,1/2022,37,9,16,0,16,0,0,0,0,0,254,254,2,276,"4,892","3,308","4,936",23,4,23,0,0,0,354,398,356,391,148,391,12,3,12,"5,718","5,672","3,861",0,0,128,"2,057",0,198,"2,255",0,233,947,"1,075",6,0,0,6,0,21,7,28,0,0,0,0,0,0,0,0,44,0,1,45,20,48,3,71,34,80,14,14,84,32,101,2,13,48,0,0,0,0,4,"$19,141"
Precinct 6 Place 2,1/2022,32,10,3,0,3,2,0,0,0,0,458,460,2,472,"4,665","3,301","4,705",22,4,22,0,0,0,352,396,354,391,148,391,12,3,12,"5,484","5,442","3,852",0,0,185,"2,049",0,196,"2,245",0,231,945,"1,069",4,0,0,4,0,21,5,26,0,1,0,1,0,0,0,0,93,0,1,94,10,35,1,46,75,99,11,5,112,20,77,0,7,25,0,0,0,0,7,"$20,351"
Precinct 6 Place 2,1/2022,21,23,8,0,8,1,1,0,0,0,109,111,0,142,"4,236","3,291","4,260",19,4,19,0,0,0,353,396,360,391,148,404,12,3,12,"5,055","5,011","3,842",0,0,150,"2,058",0,145,"2,203",0,239,943,"1,021",4,0,0,4,0,23,3,26,0,0,0,0,0,0,0,0,30,2,0,32,4,25,6,35,60,85,5,15,53,33,83,0,9,48,0,0,0,0,23,"$18,404"
Precinct 6 Place 2,1/2022,32,6,8,3,11,0,0,0,0,0,187,187,3,201,"4,138","3,287","4,174",19,4,19,0,0,0,354,390,356,390,135,390,12,3,12,"4,951","4,913","3,819",0,0,195,"2,126",0,133,"2,259",0,264,951,"1,044",0,0,0,0,3,21,5,29,0,0,0,0,0,0,0,0,6,1,0,7,2,61,1,64,71,107,17,3,14,29,112,1,7,33,0,0,0,0,0,"$24,002"
Precinct 6 Place 2,1/2023,48,7,4,0,4,1,1,0,0,0,34,36,1,43,"3,975","3,281","4,027",17,4,17,0,0,0,356,390,358,390,135,391,12,3,12,"4,805","4,750","3,813",0,0,198,"2,182",0,153,"2,335",0,250,958,"1,127",3,0,0,3,0,37,11,48,0,1,0,1,0,0,0,0,7,1,0,8,3,62,1,66,87,98,13,8,21,18,119,1,13,27,0,0,0,0,2,"$20,719"
Precinct 6 Place 2,1/2023,53,9,9,0,9,0,3,0,0,0,155,158,23,196,"3,986","3,275","4,045",17,4,17,0,0,0,357,389,357,390,135,393,12,3,12,"4,824","4,762","3,806",0,0,218,"2,225",0,172,"2,397",0,240,962,"1,195",0,0,0,0,1,32,8,41,0,0,0,0,1,0,0,1,23,3,0,26,6,43,1,50,91,110,17,30,61,23,101,1,10,54,0,0,0,0,6,"$27,696"
Precinct 6 Place 2,1/2023,31,5,7,27,34,0,0,0,0,0,106,106,10,153,"3,854","3,266","3,888",16,4,16,0,0,0,354,389,356,392,135,392,12,3,12,"4,664","4,628","3,797",0,0,163,"2,223",0,173,"2,396",0,217,963,"1,216",3,0,0,3,1,24,7,32,0,1,0,1,0,0,0,0,38,2,0,40,1,56,3,60,74,78,11,8,51,29,112,0,10,37,0,0,0,0,3,"$20,761"
Precinct 6 Place 2,1/2023,14,4,6,0,6,1,0,0,0,0,2,3,3,14,"3,739","3,261","3,752",16,4,16,0,0,0,354,389,356,388,135,391,12,3,12,"4,527","4,509","3,792",0,0,135,"2,281",0,84,"2,365",0,163,963,"1,239",0,0,0,0,0,20,2,22,0,0,0,0,0,0,0,0,2,0,1,3,1,28,1,30,69,54,12,12,15,17,65,0,4,29,0,0,0,0,2,"$15,579"
Precinct 6 Place 2,1/2023,40,10,3,0,3,0,1,0,0,0,51,52,3,63,"3,740","3,259","3,788",16,4,16,0,0,0,356,389,357,389,133,390,12,3,12,"4,563","4,513","3,788",0,0,159,"2,333",0,101,"2,434",0,189,977,"1,268",1,0,0,1,1,21,9,31,0,0,0,0,0,0,0,0,3,2,0,5,2,23,4,29,50,91,18,16,23,18,64,1,14,35,0,0,0,0,5,"$18,639"
Precinct 6 Place 2,1/2023,31,8,1,6,7,0,1,0,0,0,96,97,68,180,"3,729","3,251","3,767",16,4,16,0,0,0,354,388,354,389,132,390,12,3,12,"4,539","4,500","3,778",0,0,159,"2,235",0,258,"2,493",0,224,978,"1,291",8,0,0,8,0,34,5,39,0,0,0,0,0,0,0,0,87,3,1,91,7,34,2,43,45,99,15,50,152,27,98,0,8,77,0,0,0,0,8,"$18,074"
Precinct 6 Place 2,1/2023,40,4,15,0,15,2,1,0,0,0,123,126,12,158,"3,594","3,243","3,634",15,4,15,0,0,0,349,388,353,389,132,389,12,3,12,"4,403","4,359","3,770",0,0,155,"2,244",0,150,"2,394",0,219,987,"1,188",1,0,0,1,0,41,8,49,0,1,0,1,0,0,0,0,0,0,0,0,0,38,1,39,44,93,18,13,14,42,122,5,14,60,0,0,0,0,5,"$24,089"
Precinct 6 Place 2,1/2023,107,4,14,1,15,3,0,0,0,0,62,65,9,90,"3,479","3,240","3,589",15,4,16,0,0,0,349,387,349,389,132,389,12,3,12,"4,355","4,244","3,766",0,0,141,"2,231",0,156,"2,387",0,198,988,"1,201",4,0,0,4,1,21,4,26,0,0,0,0,0,0,0,0,30,0,3,33,4,30,5,39,24,102,15,29,68,24,75,1,13,54,0,0,0,0,1,"$29,892"
Precinct 6 Place 2,1/2023,59,2,17,0,17,0,2,0,0,0,121,123,8,151,"3,502","3,236","3,562",16,4,16,0,0,0,348,387,348,387,132,388,12,3,12,"4,326","4,265","3,762",0,0,118,"2,248",0,106,"2,354",0,184,989,"1,181",0,0,0,0,0,28,8,36,0,0,0,0,0,0,0,0,7,2,0,9,1,27,2,30,43,61,14,3,11,28,85,0,10,31,0,0,0,0,2,"$23,320"
Precinct 6 Place 2,1/2023,60,11,18,0,18,2,7,0,0,0,114,123,16,163,"3,414","3,234","3,471",16,4,16,0,0,0,347,387,348,386,132,399,12,3,12,"4,246","4,175","3,760",0,0,142,"2,255",0,135,"2,390",0,190,986,"1,214",2,0,0,2,5,13,7,25,0,0,0,0,0,0,0,0,1,2,0,3,1,33,4,38,44,91,7,42,51,24,72,1,12,67,0,0,0,0,6,"$24,331"
Precinct 6 Place 2,1/2023,45,18,18,0,18,0,2,0,0,0,122,124,4,157,"3,317","3,223","3,377",15,4,15,0,0,0,342,387,345,397,132,397,12,3,12,"4,146","4,083","3,749",0,0,106,"2,163",0,200,"2,363",0,168,980,"1,215",15,0,1,16,1,17,4,22,0,0,0,0,0,0,0,0,79,3,0,82,7,28,2,37,50,50,6,14,116,27,75,2,9,43,0,0,0,0,11,"$18,047"
Precinct 6 Place 2,1/2023,45,10,9,0,9,0,0,0,0,0,7,7,0,21,"3,221","3,204","3,268",15,4,15,0,0,0,341,387,346,393,132,396,12,3,12,"4,037","3,982","3,730",0,0,124,"2,196",0,85,"2,281",0,163,980,"1,138",1,0,0,1,0,19,7,26,0,0,0,0,0,0,0,0,5,3,0,8,0,26,4,30,45,70,9,0,6,18,66,2,13,20,0,0,0,0,5,"$17,954"
Precinct 6 Place 2,1/2024,58,2,15,10,25,0,0,0,0,0,41,41,6,73,"3,252","3,197","3,311",15,4,15,0,0,0,344,384,344,388,132,389,12,3,12,"4,071","4,011","3,720",0,0,198,"2,257",0,136,"2,393",0,209,981,"1,203",7,0,0,7,2,26,8,36,0,0,0,0,0,0,0,0,11,3,0,14,3,38,5,46,72,112,14,6,29,21,88,6,19,33,0,0,0,0,0,"$25,906"
Precinct 6 Place 2,1/2024,80,9,7,15,22,3,0,0,0,0,173,176,15,218,"3,243","3,195","3,327",15,4,16,0,0,0,341,384,343,387,132,389,12,3,12,"4,087","3,998","3,718",0,0,192,"2,263",0,187,"2,450",0,229,973,"1,248",1,0,0,1,1,22,2,25,0,0,0,0,0,0,0,0,23,10,2,35,3,34,7,44,73,108,11,44,72,29,95,9,20,82,0,0,0,0,5,"$30,967"
Precinct 6 Place 2,1/2024,76,46,45,17,62,2,5,0,0,0,84,91,38,199,"3,117","3,188","3,225",15,4,15,0,0,0,339,382,343,384,132,394,12,3,12,"3,989","3,867","3,709",0,0,101,"2,152",0,204,"2,356",0,186,969,"1,201",4,0,0,4,3,13,2,18,0,0,0,0,0,0,0,0,82,2,0,84,8,46,4,58,34,52,15,18,115,22,83,0,6,40,0,0,0,0,8,"$31,279"
Precinct 6 Place 2,1/2024,72,17,22,3,25,2,0,0,0,0,144,146,31,203,"3,034","3,148","3,116",12,4,12,0,0,0,339,378,342,393,130,397,12,3,12,"3,879","3,790","3,663",0,0,110,"2,151",0,112,"2,263",0,161,979,"1,123",5,0,1,6,3,13,8,24,0,0,0,0,0,0,0,0,2,3,1,6,1,31,2,34,36,58,16,16,27,26,73,0,12,42,0,0,0,0,2,"$27,435"
Precinct 6 Place 2,1/2024,127,9,21,0,21,1,0,0,0,0,67,68,30,121,"2,920","3,132","3,047",12,4,12,0,0,0,340,377,342,392,130,399,12,3,12,"3,812","3,676","3,646",0,0,129,"2,158",0,123,"2,281",0,170,979,"1,132",14,0,0,14,0,12,3,15,0,0,0,0,0,0,1,1,8,6,0,14,2,25,1,28,35,82,12,27,51,22,65,2,7,51,0,0,0,0,2,"$29,655"
Precinct 6 Place 2,1/2024,112,9,20,0,20,3,0,0,0,0,68,71,22,118,"2,931","3,123","3,050",12,4,12,0,0,0,340,377,340,396,130,398,12,3,12,"3,812","3,691","3,637",0,0,117,"2,109",0,165,"2,274",0,183,986,"1,105",6,0,0,6,2,16,3,21,0,0,0,0,0,0,0,0,26,2,0,28,9,34,2,45,25,78,14,42,85,23,75,0,5,65,0,0,0,0,5,"$27,908"
Precinct 6 Place 2,1/2024,98,5,17,0,17,1,0,0,0,0,20,21,18,56,"2,940","3,116","3,039",12,4,13,0,0,0,338,377,338,392,128,395,12,3,12,"3,797","3,694","3,628",0,0,122,"2,152",0,75,"2,227",0,198,991,"1,038",2,0,0,2,1,8,4,13,0,0,0,0,0,0,0,0,0,8,0,8,0,18,2,20,22,90,10,14,17,17,51,1,7,32,0,0,0,0,0,"$23,643"
Precinct 6 Place 2,1/2024,132,4,21,0,21,0,1,0,0,0,24,25,24,73,"2,987","3,111","3,119",13,4,14,0,0,0,338,377,341,391,128,391,12,3,12,"3,877","3,741","3,623",0,0,116,"2,070",0,201,"2,271",0,227,994,"1,050",11,0,0,11,1,28,4,33,0,0,0,0,0,0,0,0,30,14,0,44,3,46,5,54,26,80,10,16,61,40,128,3,12,59,0,0,0,0,3,"$25,883"
Precinct 6 Place 2,1/2024,138,2,18,2,20,5,3,0,0,0,90,98,43,164,"3,053","3,107","3,189",13,4,13,0,0,0,338,377,342,388,128,388,12,3,12,"3,944","3,804","3,619",0,0,120,"2,072",0,118,"2,190",0,183,992,"1,015",10,0,0,10,2,14,2,18,0,0,0,0,1,0,0,1,8,12,1,21,4,21,2,27,26,84,10,13,38,28,75,0,5,41,0,0,0,0,3,"$28,587"
Precinct 7 Place 1,1/2020,"1,177",92,155,68,223,43,116,0,0,0,202,361,279,922,"23,538","7,244","24,798",12,3,12,0,0,0,262,48,266,239,26,244,27,4,27,"25,347","24,078","7,325",0,0,938,"6,371",6,784,"7,155",5,880,542,"5,733",26,3,0,29,2,90,0,92,0,0,0,0,3,25,0,28,190,103,2,295,25,40,5,70,461,463,14,15,261,254,515,1,8,270,0,0,0,5,59,"$185,564"
Precinct 7 Place 1,1/2020,742,111,119,40,159,19,51,0,0,0,78,148,196,575,"23,890","7,159","24,737",12,3,13,0,0,0,265,48,267,241,25,244,26,4,26,"25,287","24,434","7,239",0,0,786,"6,562",8,598,"7,163",2,689,554,"5,920",8,0,0,8,0,80,0,80,0,0,1,1,1,15,2,18,151,86,6,243,9,8,4,21,448,323,15,43,212,184,373,0,13,227,0,0,0,2,72,"$144,902"
Precinct 7 Place 1,1/2020,551,"1,439",94,6,100,21,48,0,0,0,153,222,139,491,"24,172","7,050","26,143",13,3,15,0,0,0,265,48,271,241,25,249,26,4,29,"26,707","24,717","7,130",0,0,710,"6,730",7,550,"7,280",0,505,557,"6,218",29,0,0,29,0,31,0,31,0,0,0,0,0,7,0,7,199,99,10,308,31,3,4,38,510,191,9,71,330,66,206,0,14,137,0,0,0,0,30,"$117,906"
Precinct 7 Place 1,1/2020,79,19,40,1,41,2,0,0,0,0,0,2,111,166,"25,650","5,617","25,747",15,2,15,0,0,0,268,47,269,247,24,247,29,1,29,"26,307","26,209","5,691",0,0,155,"6,696",7,188,"6,884",0,344,553,"5,987",21,0,1,22,0,1,0,1,0,0,0,0,0,0,0,0,86,20,0,106,36,1,3,40,99,46,10,19,162,0,22,0,4,19,0,0,0,0,12,"$34,223"
Precinct 7 Place 1,1/2020,128,18,40,8,48,2,0,0,0,0,0,2,56,116,"25,580","5,598","25,724",15,2,15,0,0,0,268,47,270,247,24,247,29,1,29,"26,285","26,139","5,672",0,0,421,"6,961",7,156,"7,117",0,407,560,"6,150",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,82,50,1,133,22,0,0,22,324,86,11,0,104,0,50,0,2,0,0,0,0,0,11,"$45,834"
Precinct 7 Place 1,1/2020,271,30,50,"1,075","1,125",8,1,0,0,0,0,9,198,"1,347","25,616","5,580","25,910",15,2,15,0,0,0,270,47,274,239,24,242,29,1,29,"26,470","26,169","5,654",0,0,437,"6,979",9,418,"7,398",29,480,565,"6,353",36,0,1,37,0,29,0,29,0,0,0,0,0,41,0,41,64,67,6,137,14,1,2,17,307,123,7,105,219,52,190,0,9,157,0,0,0,29,14,"$74,694"
Precinct 7 Place 1,1/2020,263,19,72,"1,056","1,128",38,16,0,0,0,56,110,92,"1,345","24,538","5,580","24,813",15,2,15,0,0,0,273,46,276,239,24,243,29,1,29,"25,376","25,094","5,653",0,0,578,"6,496",10,"1,005","7,502",0,371,552,"6,579",21,0,0,21,4,49,0,53,0,0,0,0,0,1,0,1,64,72,2,138,15,0,1,16,456,109,13,727,831,48,170,1,4,776,0,0,0,0,15,"$89,260"
Precinct 7 Place 1,1/2020,200,31,31,"1,085","1,116",11,3,0,0,0,17,31,29,"1,202","23,475","5,561","23,706",14,2,14,0,0,0,274,46,274,243,24,243,26,1,26,"24,263","24,032","5,634",0,0,423,"6,249",13,677,"6,928",0,312,559,"6,057",17,0,1,18,0,5,5,10,0,0,0,0,0,5,10,15,89,31,4,124,32,2,7,41,300,111,12,440,578,13,56,16,43,469,0,0,0,0,27,"$60,114"
Precinct 7 Place 1,1/2020,374,23,31,30,61,6,5,0,0,0,16,27,43,144,"22,510","5,528","22,902",14,2,14,0,0,0,273,46,277,241,24,242,26,1,26,"23,461","23,064","5,601",0,0,566,"6,074",8,745,"6,819",0,379,531,"5,909",8,1,0,9,0,25,1,26,0,0,0,0,1,46,3,50,213,47,5,265,49,6,4,59,430,122,14,281,552,55,180,0,13,336,0,0,0,0,14,"$62,251"
Precinct 7 Place 1,1/2020,360,53,48,96,144,7,11,0,0,0,8,26,38,221,"22,757","5,506","23,164",14,2,14,0,0,0,277,46,279,241,23,245,26,1,26,"23,728","23,315","5,578",0,0,483,"5,887",8,670,"6,557",0,300,536,"5,721",31,0,0,31,0,3,3,6,0,0,0,0,33,6,2,41,144,38,3,185,43,3,3,49,364,101,18,295,546,53,103,10,21,358,0,0,0,0,13,"$56,531"
Precinct 7 Place 1,1/2020,427,19,64,24,88,84,4,0,0,0,32,120,60,280,"22,805","5,453","23,246",14,2,14,0,0,0,278,46,282,245,23,246,25,1,25,"23,813","23,367","5,525",0,0,652,"6,150",7,389,"6,540",0,350,529,"5,661",12,0,0,12,0,5,2,7,0,0,0,0,3,0,0,3,110,36,4,150,24,0,3,27,486,152,14,156,305,34,75,0,9,190,0,0,0,0,17,"$71,816"
Precinct 7 Place 1,1/2020,330,26,37,2,39,90,9,0,1,0,29,129,43,233,"22,765","5,435","23,113",14,2,15,0,0,0,276,45,279,239,23,243,25,1,25,"23,675","23,319","5,506",0,0,774,"6,605",7,316,"6,921",0,403,538,"5,980",15,0,1,16,2,3,4,9,0,0,0,0,2,7,0,9,129,34,0,163,14,6,5,25,626,128,20,37,199,57,107,0,10,94,0,0,0,0,252,"$73,463"
Precinct 7 Place 1,1/2021,373,27,68,25,93,8,12,0,0,0,41,61,87,255,"22,795","5,409","23,194",15,2,15,0,0,0,277,45,278,242,23,242,25,1,25,"23,754","23,354","5,480",0,0,625,"7,027",7,202,"7,229",0,439,541,"6,249",7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,132,22,2,156,33,3,3,39,469,143,13,0,172,0,25,0,5,0,0,0,0,0,211,"$74,567"
Precinct 7 Place 1,1/2021,278,32,55,16,71,14,3,0,0,0,3,20,49,157,"22,946","5,382","23,246",15,2,15,0,0,0,278,45,286,235,23,237,24,1,24,"23,808","23,498","5,453",0,0,624,"7,577",7,72,"7,649",0,481,548,"6,620",7,0,0,7,0,2,0,2,0,0,0,0,0,2,0,2,26,17,0,43,8,1,2,11,544,68,12,0,41,6,28,1,3,7,0,0,0,0,37,"$58,303"
Precinct 7 Place 1,1/2021,324,57,102,12,114,47,10,0,0,0,57,114,106,370,"23,088","5,349","23,466",15,2,15,0,0,0,285,44,288,236,23,236,24,1,24,"24,029","23,648","5,419",0,0,768,"8,051",7,295,"8,346",0,556,571,"7,219",25,0,1,26,0,13,0,13,0,0,0,0,0,18,0,18,106,49,1,156,18,1,5,24,642,103,23,15,164,43,124,0,7,58,0,0,0,0,36,"$98,764"
Precinct 7 Place 1,1/2021,864,77,87,47,134,13,12,0,0,0,56,81,79,349,"23,103","5,294","24,039",15,2,15,0,0,0,285,42,288,234,23,236,24,1,24,"24,602","23,661","5,362",0,0,667,"8,246",6,471,"8,717",0,529,584,"7,604",15,0,0,15,0,16,0,16,0,0,0,0,0,5,0,5,257,42,4,303,29,5,1,35,550,97,20,50,351,47,115,0,5,97,0,0,0,0,57,"$92,759"
Precinct 7 Place 1,1/2021,750,37,148,22,170,19,20,0,0,0,96,135,68,398,"23,710","5,219","24,491",15,2,15,0,0,0,284,41,289,235,22,236,24,1,24,"25,055","24,268","5,285",0,0,709,"8,602",6,353,"8,955",0,509,606,"7,840",9,0,0,9,0,3,3,6,0,0,0,0,0,14,0,14,193,44,1,238,37,2,4,43,587,95,27,16,255,26,89,1,9,43,0,0,0,0,25,"$121,021"
Precinct 7 Place 1,1/2021,849,47,144,12,156,10,19,0,0,0,"1,494","1,523",91,"1,797","24,095","5,183","24,984",15,2,15,0,0,0,288,40,292,236,22,239,24,1,24,"25,554","24,658","5,248",0,0,527,"8,760",6,370,"9,130",0,527,621,"7,982",22,0,0,22,0,14,0,14,0,0,0,0,12,15,0,27,102,64,1,167,28,6,1,35,395,107,25,55,219,50,149,0,2,105,0,0,0,0,27,"$143,337"
Precinct 7 Place 1,1/2021,735,370,124,9,133,13,16,0,0,0,124,153,102,416,"23,221","5,134","24,312",14,2,15,0,0,0,280,40,290,234,22,236,21,1,22,"24,875","23,770","5,199",0,0,379,"8,800",6,339,"9,139",0,469,629,"8,041",18,0,0,18,2,9,0,11,0,0,0,0,0,11,0,11,148,34,4,186,30,8,3,41,278,92,9,34,232,37,99,1,8,72,0,0,0,0,28,"$103,025"
Precinct 7 Place 1,1/2021,652,37,81,4,85,22,17,0,0,0,61,100,133,342,"23,904","4,755","24,584",15,1,16,0,0,0,291,39,298,235,22,236,22,0,22,"25,156","24,467","4,817",0,0,122,"8,834",6,260,"9,094",0,480,634,"7,980",17,0,0,17,0,16,0,16,0,0,0,0,1,19,1,21,105,41,3,149,22,6,1,29,2,110,10,13,158,15,97,0,5,28,0,0,0,0,24,"$88,631"
Precinct 7 Place 1,1/2021,726,184,103,9,112,15,32,0,0,0,553,600,207,941,"24,247","4,719","25,152",16,1,17,0,0,0,296,39,298,234,21,236,22,0,22,"25,725","24,815","4,780",0,0,172,"9,071",6,232,"9,303",0,533,645,"8,125",6,0,0,6,4,16,3,23,0,0,0,0,7,10,3,20,95,27,5,127,7,5,2,14,10,150,12,11,130,31,89,0,13,42,0,0,0,0,23,"$91,220"
Precinct 7 Place 1,1/2021,896,44,105,18,123,8,30,0,0,0,46,84,194,432,"24,221","4,534","25,150",16,1,16,0,0,0,297,39,306,236,21,238,21,0,21,"25,731","24,791","4,595",0,0,282,"8,538",9,342,"8,882",0,500,655,"7,727",10,0,0,10,0,11,2,13,0,0,0,0,0,27,1,28,95,75,2,172,15,70,0,85,137,138,7,3,123,30,213,1,6,34,0,0,0,0,35,"$99,745"
